Wikidata ID,Wikidata Label,,
Q57792,Mark Rutte,,
,Sigrid Kaag,,
,Carola Schouten,,
,Kajsa Ollongren,,
Q2084799,Christianne van der Wal-Zeggelink,,
,,,
,,,
,,,
,,,
,,,
